Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2025-07-17 13:19:47 UTC,31,0467ab97-0708-4a95-88ef-124455ac4ac1,Josh,Allen,BUF,QB,27344ab8-831b-4751-b75b-9985872e9f16,39dd5a19-2843-4525-8fda-9c3b64b68d2b,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-16 02:49:25 UTC,18,2eb19695-162b-4d6f-970d-266b3513ddbd,A.J.,Brown,PHI,WR,27344ab8-831b-4751-b75b-9985872e9f16,39dd5a19-2843-4525-8fda-9c3b64b68d2b,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-15 14:58:04 UTC,7,827b3a04-55f4-4c0e-940f-62be3233dd15,Puka,Nacua,LAR,WR,27344ab8-831b-4751-b75b-9985872e9f16,39dd5a19-2843-4525-8fda-9c3b64b68d2b,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-05 12:00:18 UTC,215,2d084934-667e-4903-b462-a33b9041291d,Harold,Fannin,CLE,TE,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-01 21:29:37 UTC,194,8086a0ab-51d0-4510-af6e-34603b9ad807,Keenan,Allen,LAC,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-01 02:22:32 UTC,191,edeb9b06-d0b7-44cc-ac47-971fa68ff0a6,Brashard,Smith,KC,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-29 14:06:06 UTC,170,6958938f-e1b1-4a04-9277-0d13ce07df21,Nick,Chubb,HOU,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-28 23:40:44 UTC,167,566b0f64-6a4f-4882-aa36-99d15ce990f5,Austin,Ekeler,WAS,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-27 03:22:36 UTC,146,5517771d-f8e5-4ab2-b023-c06057b9d12a,Isaac,Guerendo,SF,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-26 19:26:08 UTC,143,032a165a-b343-4c8f-a56f-8fc47d2a4a07,Dylan,Sampson,CLE,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-24 22:29:50 UTC,122,af512904-a1c9-4f40-ac9b-3f04329bc6b8,Javonte,Williams,DAL,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-24 03:26:30 UTC,119,a6e88774-89df-4886-b850-16c63473fcbe,Caleb,Williams,CHI,QB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-22 12:36:35 UTC,98,a9944d33-2618-448b-9dfb-73b9a43b1296,Brock,Purdy,SF,QB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-22 02:50:01 UTC,95,7eba46a1-1484-4352-b7f8-480163694c25,Brandon,Aiyuk,SF,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-20 19:42:22 UTC,74,94224657-62c9-4238-86f2-ba2c07ce0e4b,D'Andre,Swift,CHI,RB,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-19 22:22:27 UTC,71,2d542871-3989-447d-89e6-9dcfbd6894e6,Jauan,Jennings,SF,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-18 02:30:59 UTC,50,7db4138f-109b-4b32-8c1b-cd51a4c12d1f,George,Pickens,DAL,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-17 15:02:12 UTC,47,47f49002-0e7d-4f51-9a15-525ef6397fde,D.J.,Moore,CHI,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-16 12:41:39 UTC,26,d6c8b5b5-c01a-43d4-84b5-cbad5e4a7f21,Trey,McBride,ARI,TE,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-16 02:40:33 UTC,23,d8aca1d5-8318-4ada-9cf1-18ef1b60b464,Tyreek,Hill,MIA,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-14 17:44:03 UTC,2,fb2b25a4-b791-4ef0-bc45-41099b503a69,Justin,Jefferson,MIN,WR,fdf4c01f-2a17-4906-93e5-eeec467096e1,39ec6e0a-9f54-44fc-8ec2-614cf6b66cdb,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-07 03:19:31 UTC,211,5ac44ad0-e9ce-44d0-9bf7-82950d46bd63,Tutu,Atwell,LAR,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-06 02:53:27 UTC,198,2521c244-cb3c-497e-b928-9c2f542bb7c3,Kyle,Monangai,CHI,RB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-04 15:35:19 UTC,187,bc9e2c1b-6bb4-4bc9-84af-202f71c65de7,Alec,Pierce,IND,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-03 18:01:54 UTC,174,027fe218-a84a-450c-a89d-7ad6c4cf94b9,Cade,Otton,TB,TE,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-01 23:47:49 UTC,163,2b703cdf-19c6-44bc-9061-11994c555ce9,Jalen,McMillan,TB,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-01 00:23:01 UTC,150,04c979d6-83b7-40dc-83fc-ed4db79ce5f9,Bryce,Young,CAR,QB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-29 14:29:42 UTC,139,91edd6d6-bd65-4571-8713-41fc3cd2eb92,Tank,Bigsby,JAX,RB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-28 19:48:39 UTC,126,76809c5a-f06d-479a-a218-f22ee3e13a83,Tyjae,Spears,TEN,RB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-27 03:21:01 UTC,115,fb971e03-d484-4d81-982d-0e0af12179e6,J.K.,Dobbins,DEN,RB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-25 21:41:55 UTC,102,bbd7c5bc-808f-4c97-80e1-6029515ff8bc,Travis,Kelce,KC,TE,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-23 16:43:59 UTC,91,12a4ad78-4491-4aa3-8373-0fa48356c7f7,Baker,Mayfield,TB,QB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-22 12:56:50 UTC,78,e57459d1-a8ea-4e55-909d-06b378e09b02,Stefon,Diggs,NE,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-20 19:39:30 UTC,67,d0d1514c-26e3-405f-84de-8072bc2b0fa7,Chris,Godwin,TB,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-19 22:26:45 UTC,54,7601e2e8-add1-4c8c-b169-b63a49fdf57b,Courtland,Sutton,DEN,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-18 13:02:10 UTC,43,c00d3668-c5ca-41be-bbb3-30e421920276,Tetairoa,McMillan,CAR,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 18:23:32 UTC,30,e92d0ab0-3f60-456a-a57f-b689b8107c7a,Jaxon,Smith-Njigba,SEA,WR,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-16 16:18:49 UTC,19,1bc16f8e-964e-4946-b3da-bd7b7fe8731e,Bucky,Irving,TB,RB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-15 20:37:26 UTC,6,1dad2b6f-6089-4844-8319-6f1eb23b5003,Saquon,Barkley,PHI,RB,0731b101-9fa2-4be2-b4ef-6d732ef69da5,3a3b0035-d727-49ae-8659-607b1ed89c13,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-04 18:57:46 UTC,215,b700e4d6-99b4-48cc-80a5-ca0bf0a54a68,Josh,Reynolds,NYJ,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-02 04:44:29 UTC,194,1dd1d43a-bb2c-4293-b086-af81f7f8a31f,Woody,Marks,HOU,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-02 04:26:39 UTC,191,9e0a17b1-fda3-4066-aa3c-4f742588536c,Michael,Wilson,ARI,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-30 23:30:00 UTC,170,44a906d5-b179-45f9-b69f-281595bea71d,Zach,Ertz,WAS,TE,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-30 23:13:06 UTC,167,63cbde87-5fd3-410c-9c64-2185510182ef,DeMario,Douglas,NE,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-28 02:56:18 UTC,146,566b0f64-6a4f-4882-aa36-99d15ce990f5,Austin,Ekeler,WAS,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-28 02:13:40 UTC,143,032a165a-b343-4c8f-a56f-8fc47d2a4a07,Dylan,Sampson,CLE,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-25 23:25:59 UTC,122,76809c5a-f06d-479a-a218-f22ee3e13a83,Tyjae,Spears,TEN,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-25 22:43:23 UTC,119,1a3c579b-489d-476c-8e92-96396daccfa2,Dak,Prescott,DAL,QB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-23 17:02:37 UTC,98,69a1328c-ef69-41a4-a9c6-9ef0f96179f0,Justin,Fields,NYJ,QB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-23 16:30:53 UTC,95,85474863-13c5-412b-a5fd-cebdd1383524,Jordan,Mason,MIN,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-21 15:48:48 UTC,74,a259e591-fec1-4185-a0b2-43a434cc9f49,Sam,LaPorta,DET,TE,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-21 15:40:16 UTC,71,e4bcd565-12d4-4b4c-91b1-1b72541b24e2,David,Montgomery,DET,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-20 01:30:04 UTC,50,c3a3bd66-d55d-44f7-98f6-78450678fa87,Jameson,Williams,DET,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-19 22:28:34 UTC,47,7db4138f-109b-4b32-8c1b-cd51a4c12d1f,George,Pickens,DAL,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-17 18:26:20 UTC,26,a93a8358-f3eb-4a07-9a85-a13a0b2427a2,Jonathan,Taylor,IND,RB,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-17 13:25:36 UTC,23,d8aca1d5-8318-4ada-9cf1-18ef1b60b464,Tyreek,Hill,MIA,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-07-15 02:00:22 UTC,2,fb2b25a4-b791-4ef0-bc45-41099b503a69,Justin,Jefferson,MIN,WR,f206de4a-aedb-48ef-8418-20e4eec8b616,3b2d6686-b9e3-4a82-8e85-e63b097184be,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-13 16:05:52 UTC,216,1dd1d43a-bb2c-4293-b086-af81f7f8a31f,Woody,Marks,HOU,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-11 02:51:28 UTC,193,a07ec2e7-a9ff-4797-8b81-e97de03a6a51,Rico,Dowdle,CAR,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-11 02:51:16 UTC,192,f69a3a63-744a-4568-a158-b69f0d5e4eb6,Will,Shipley,PHI,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-09 13:30:21 UTC,169,5517771d-f8e5-4ab2-b023-c06057b9d12a,Isaac,Guerendo,SF,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-09 13:30:13 UTC,168,82b3392d-0403-4cc7-9adc-8881b1647655,Quentin,Johnston,LAC,WR,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-07 15:39:43 UTC,145,00403734-5e69-424c-974e-ceefbc335618,Tyler,Allgeier,ATL,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-07 15:39:24 UTC,144,032a165a-b343-4c8f-a56f-8fc47d2a4a07,Dylan,Sampson,CLE,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-05 17:06:45 UTC,121,a889c484-29f2-47ac-805b-49691067644b,Jared,Goff,DET,QB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-05 17:06:29 UTC,120,8e3162f9-5b76-46e8-b189-777db6212f8b,Dalton,Kincaid,BUF,TE,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-04 15:37:43 UTC,97,45040fd6-c586-4f05-b4a5-35e32042f5c8,Cam,Skattebo,NYG,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-04 15:37:33 UTC,96,d94128a2-2821-4fe3-95ee-ad6a026b85cb,Keon,Coleman,BUF,WR,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-02 14:19:45 UTC,73,f234f298-dc09-48a1-8198-168a9c25c28c,Jayden,Reed,GB,WR,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-02 14:16:48 UTC,72,e4bcd565-12d4-4b4c-91b1-1b72541b24e2,David,Montgomery,DET,RB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-01 00:26:44 UTC,49,4bb0512e-9cfd-430d-9742-1fff9f043b18,DeVonta,Smith,PHI,WR,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-01 00:26:38 UTC,48,c3a3bd66-d55d-44f7-98f6-78450678fa87,Jameson,Williams,DET,WR,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-07-29 20:12:38 UTC,25,0467ab97-0708-4a95-88ef-124455ac4ac1,Josh,Allen,BUF,QB,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-07-29 20:11:46 UTC,24,d6c8b5b5-c01a-43d4-84b5-cbad5e4a7f21,Trey,McBride,ARI,TE,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-07-27 11:58:09 UTC,1,b24eb93f-72bd-4c23-bed6-807d542bab65,Ja'Marr,Chase,CIN,WR,9749d643-0f88-41cd-9a6c-b40369a43b74,3daffd65-f36c-4509-8871-d51f104ce66a,,12,,The Chow Chow,c313b950-e2a5-4365-a36f-2162d8b84101,50.0,250000.0,5568,,,,,,,,,,
2025-08-04 13:49:59 UTC,212,b760285b-f146-44b7-91a6-80b79734aa3a,Keaton,Mitchell,BAL,RB,e20f84ef-eea4-4377-9aa6-ed07691d8503,3ecd4422-9491-487b-ba71-88e6e1e557ad,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
